series,timestamp,value,label,another_value,other_value
series_a,2019-01-16T01:21:37.000Z,36.625,biz,-0.745,0.841
series_a,2019-01-16T01:26:37.000Z,37.125,biz,0.159,0.562
series_a,2019-01-16T01:31:37.000Z,34.875,biz,0.917,0.999
series_a,2019-01-16T01:36:37.000Z,34.875,biz,0.832,0.843
series_a,2019-01-16T01:41:37.000Z,34.75,biz,-0.018,0.741
series_a,2019-01-16T01:46:37.000Z,33.25,biz,-0.851,0.793
series_a,2019-01-16T01:51:37.000Z,34.0625,biz,-0.902,0.955
series_a,2019-01-16T01:56:37.000Z,33.125,biz,-0.124,0.054
series_a,2019-01-16T02:01:37.000Z,38.0,biz,0.768,0.777
series_a,2019-01-16T02:06:37.000Z,33.875,biz,0.954,0.167
series_a,2019-01-16T02:11:37.000Z,32.125,biz,0.262,0.172
series_a,2019-01-16T02:16:37.000Z,32.625,biz,-0.67,0.846
series_a,2019-01-16T02:21:37.000Z,33.8125,biz,-0.987,0.107
series_a,2019-01-16T02:26:37.000Z,34.1875,biz,-0.396,0.604
series_a,2019-01-16T02:31:37.000Z,31.6875,biz,0.559,0.426
series_a,2019-01-16T02:36:37.000Z,30.6875,biz,1.0,0.404
series_a,2019-01-16T02:41:37.000Z,29.875,biz,0.522,0.08
series_a,2019-01-16T02:46:37.000Z,29.6875,,-0.436,0.553
series_a,2019-01-16T02:51:37.000Z,30.5625,biz,-0.993,0.915
series_a,2019-01-16T02:56:37.000Z,28.5,,-0.637,0.919
series_a,2019-01-16T03:01:37.000Z,28.625,,0.305,0.179
series_a,2019-01-16T03:06:37.000Z,27.3125,,0.966,0.516
series_a,2019-01-16T03:11:37.000Z,25.1875,,0.739,0.031
series_a,2019-01-16T03:16:37.000Z,26.875,,-0.167,0.099
series_a,2019-01-16T03:21:37.000Z,25.5625,,-0.92,0.686
series_a,2019-01-16T03:26:37.000Z,25.25,,-0.827,0.902
series_a,2019-01-16T03:31:37.000Z,24.9375,,0.027,0.7
series_a,2019-01-16T03:36:37.000Z,25.25,,0.856,0.584
series_a,2019-01-16T03:41:37.000Z,24.6875,,0.898,0.79
series_a,2019-01-16T03:46:37.000Z,23.5625,,0.115,0.526
series_a,2019-01-16T03:51:37.000Z,23.4375,,-0.774,0.506
series_a,2019-01-16T03:56:37.000Z,23.9375,,-0.951,0.472
series_a,2019-01-16T04:01:37.000Z,22.9375,,-0.254,0.605
series_a,2019-01-16T04:06:37.000Z,23.4375,,0.677,0.051
series_a,2019-01-16T04:11:37.000Z,23.5625,,0.985,0.191
series_a,2019-01-16T04:16:37.000Z,22.9375,,0.388,0.204
series_a,2019-01-16T04:21:37.000Z,22.4375,,-0.566,0.18
series_a,2019-01-16T04:26:37.000Z,21.6875,,-1.0,0.168
series_a,2019-01-16T04:31:37.000Z,19.8125,,-0.514,0.768
series_a,2019-01-16T04:36:37.000Z,19.9375,,0.444,0.069
series_a,2019-01-16T04:41:37.000Z,20.0625,,0.994,0.222
series_a,2019-01-16T04:46:37.000Z,19.8125,,0.63,0.152
series_a,2019-01-16T04:51:37.000Z,18.9375,,-0.313,0.389
series_a,2019-01-16T04:56:37.000Z,18.5625,,-0.968,0.766
series_a,2019-01-16T05:01:37.000Z,18.375,,-0.733,0.054
series_a,2019-01-16T05:06:37.000Z,16.5625,,0.176,0.781
series_a,2019-01-16T05:11:37.000Z,17.75,,0.923,0.695
series_a,2019-01-16T05:16:37.000Z,18.625,,0.822,0.488
series_a,2019-01-16T05:21:37.000Z,17.4375,,-0.035,0.645
series_a,2019-01-16T05:26:37.000Z,16.375,,-0.86,0.622
series_a,2019-01-16T05:31:37.000Z,16.5625,,-0.894,0.549
series_a,2019-01-16T05:36:37.000Z,16.3125,,-0.106,0.862
series_a,2019-01-16T05:41:37.000Z,16.625,,0.779,0.115
series_a,2019-01-16T05:46:37.000Z,16.8125,,0.948,0.884
series_a,2019-01-16T05:51:37.000Z,16.5,,0.245,0.002
series_a,2019-01-16T05:56:37.000Z,17.3125,,-0.683,0.63
series_a,2019-01-16T06:01:37.000Z,17.0625,,-0.984,0.936
series_a,2019-01-16T06:06:37.000Z,16.875,,-0.38,0.048
series_a,2019-01-16T06:11:37.000Z,17.0,,0.573,0.528
series_a,2019-01-16T06:16:37.000Z,16.5,,0.999,0.957
series_a,2019-01-16T06:21:37.000Z,16.1875,,0.506,0.383
series_a,2019-01-16T06:26:37.000Z,16.75,,-0.452,0.357
series_a,2019-01-16T06:31:37.000Z,16.125,,-0.995,0.39
series_a,2019-01-16T06:36:37.000Z,16.9375,,-0.623,0.403
series_a,2019-01-16T06:41:37.000Z,16.9375,,0.322,0.966
series_a,2019-01-16T06:46:37.000Z,17.125,,0.971,0.664
series_a,2019-01-16T06:51:37.000Z,17.0625,,0.727,0.092
series_a,2019-01-16T06:56:37.000Z,16.5625,,-0.185,0.127
series_a,2019-01-16T07:01:37.000Z,16.25,,-0.927,0.269
series_a,2019-01-16T07:06:37.000Z,16.25,,-0.817,0.549
series_a,2019-01-16T07:11:37.000Z,16.5625,,0.044,0.656
series_a,2019-01-16T07:16:37.000Z,16.4375,,0.865,0.707
series_a,2019-01-16T07:21:37.000Z,16.125,,0.89,0.194
series_a,2019-01-16T07:26:37.000Z,16.3125,,0.097,0.656
series_a,2019-01-16T07:31:37.000Z,16.4375,,-0.785,0.663
series_a,2019-01-16T07:36:37.000Z,15.625,,-0.945,0.902
series_a,2019-01-16T07:41:37.000Z,15.75,,-0.237,0.054
series_a,2019-01-16T07:46:37.000Z,15.6875,,0.69,0.797
series_a,2019-01-16T07:51:37.000Z,15.5,,0.982,0.416
series_a,2019-01-16T07:56:37.000Z,15.5625,,0.371,0.604
series_a,2019-01-16T08:01:37.000Z,15.0,,-0.581,0.534
series_a,2019-01-16T08:06:37.000Z,15.1875,,-0.999,0.767
series_a,2019-01-16T08:11:37.000Z,14.875,,-0.499,0.458
series_a,2019-01-16T08:16:37.000Z,14.9375,,0.46,0.106
series_a,2019-01-16T08:21:37.000Z,14.6875,,0.996,0.347
series_a,2019-01-16T08:26:37.000Z,13.75,,0.616,0.41
series_a,2019-01-16T08:31:37.000Z,13.9375,,-0.33,0.717
series_a,2019-01-16T08:36:37.000Z,13.9375,,-0.973,0.317
series_a,2019-01-16T08:41:37.000Z,13.75,,-0.721,0.429
series_a,2019-01-16T08:46:37.000Z,14.25,,0.194,0.53
series_a,2019-01-16T08:51:37.000Z,13.875,,0.93,0.181
series_a,2019-01-16T08:56:37.000Z,13.875,,0.812,0.83
series_a,2019-01-16T09:01:37.000Z,13.625,,-0.053,0.325
series_a,2019-01-16T09:06:37.000Z,13.5,,-0.869,0.215
series_a,2019-01-16T09:11:37.000Z,13.4375,,-0.886,0.593
series_a,2019-01-16T09:16:37.000Z,13.5625,,-0.088,0.824
series_a,2019-01-16T09:21:37.000Z,13.25,,0.79,0.194
series_a,2019-01-16T09:26:37.000Z,13.25,,0.943,0.185
series_a,2019-01-16T09:31:37.000Z,13.0625,,0.228,0.809
series_a,2019-01-16T09:36:37.000Z,12.75,,-0.696,0.689
series_a,2019-01-16T09:41:37.000Z,12.875,,-0.98,0.907
series_a,2019-01-16T09:46:37.000Z,12.8125,,-0.363,0.341
series_a,2019-01-16T09:51:37.000Z,12.75,,0.588,0.185
series_a,2019-01-16T09:56:37.000Z,12.4375,,0.998,0.943
series_a,2019-01-16T10:01:37.000Z,12.1875,,0.491,0.697
series_a,2019-01-16T10:06:37.000Z,11.9375,,-0.468,0.09
series_a,2019-01-16T10:11:37.000Z,11.875,,-0.996,0.983
series_a,2019-01-16T10:16:37.000Z,11.25,,-0.609,0.246
series_a,2019-01-16T10:21:37.000Z,10.625,,0.338,0.119
series_a,2019-01-16T10:26:37.000Z,10.9375,,0.975,0.995
series_a,2019-01-16T10:31:37.000Z,11.125,,0.715,0.818
series_a,2019-01-16T10:36:37.000Z,10.6875,,-0.202,0.099
series_a,2019-01-16T10:41:37.000Z,10.875,,-0.933,0.27
series_a,2019-01-16T10:46:37.000Z,11.0625,,-0.806,0.05
series_a,2019-01-16T10:51:37.000Z,11.1875,,0.062,0.141
series_a,2019-01-16T10:56:37.000Z,11.0,,0.873,0.137
series_a,2019-01-16T11:01:37.000Z,11.0625,,0.882,0.075
series_a,2019-01-16T11:06:37.000Z,19.125,,0.08,0.645
series_a,2019-01-16T11:11:37.000Z,62.625,bar,-0.796,0.97
series_a,2019-01-16T11:16:37.000Z,73.5,bar,-0.94,0.847
series_a,2019-01-16T11:21:37.000Z,82.0625,bar,-0.219,0.893
series_a,2019-01-16T11:26:37.000Z,100.6875,bar,0.702,0.938
series_a,2019-01-16T11:31:37.000Z,118.3125,bar,0.978,0.953
series_a,2019-01-16T11:36:37.000Z,97.4375,bar,0.355,0.346
series_a,2019-01-16T11:41:37.000Z,139.5625,bar,-0.595,0.016
series_a,2019-01-16T11:46:37.000Z,127.3125,bar,-0.998,0.058
series_a,2019-01-16T11:51:37.000Z,110.3125,bar,-0.483,0.48
series_a,2019-01-16T11:56:37.000Z,105.875,bar,0.476,0.246
series_a,2019-01-16T12:01:37.000Z,99.625,bar,0.997,0.976
series_a,2019-01-16T12:06:37.000Z,107.375,bar,0.602,0.523
series_a,2019-01-16T12:11:37.000Z,102.9375,bar,-0.347,0.497
series_a,2019-01-16T12:16:37.000Z,99.875,bar,-0.977,0.335
series_a,2019-01-16T12:21:37.000Z,103.5625,bar,-0.709,0.956
series_a,2019-01-16T12:26:37.000Z,103.1875,bar,0.211,0.181
series_a,2019-01-16T12:31:37.000Z,100.9375,bar,0.936,0.842
series_a,2019-01-16T12:36:37.000Z,93.4375,bar,0.801,0.166
series_a,2019-01-16T12:41:37.000Z,86.9375,bar,-0.071,0.102
series_a,2019-01-16T12:46:37.000Z,78.875,bar,-0.878,0.704
series_a,2019-01-16T12:51:37.000Z,72.3125,bar,-0.878,0.671
series_a,2019-01-16T12:56:37.000Z,68.0625,bar,-0.071,0.72
series_a,2019-01-16T13:01:37.000Z,63.625,bar,0.801,0.923
series_a,2019-01-16T13:06:37.000Z,61.1875,bar,0.936,0.211
series_a,2019-01-16T13:11:37.000Z,57.8125,bar,0.211,0.149
series_a,2019-01-16T13:16:37.000Z,54.1875,bar,-0.709,0.424
series_a,2019-01-16T13:21:37.000Z,53.375,bar,-0.977,0.951
series_a,2019-01-16T13:26:37.000Z,50.625,bar,-0.347,0.063
series_a,2019-01-16T13:31:37.000Z,47.8125,,0.602,0.232
series_a,2019-01-16T13:36:37.000Z,44.875,,0.997,0.977
series_a,2019-01-16T13:41:37.000Z,43.375,,0.475,0.425
series_a,2019-01-16T13:46:37.000Z,40.875,,-0.483,0.328
series_a,2019-01-16T13:51:37.000Z,38.5625,,-0.998,0.269
series_a,2019-01-16T13:56:37.000Z,36.6875,,-0.595,0.863
series_a,2019-01-16T14:01:37.000Z,36.75,,0.355,0.452
series_a,2019-01-16T14:06:37.000Z,35.5625,,0.978,1.0
series_a,2019-01-16T14:11:37.000Z,34.5,,0.702,0.975
series_a,2019-01-16T14:16:37.000Z,33.3125,,-0.219,0.897
series_a,2019-01-16T14:21:37.000Z,33.3125,,-0.94,0.98
series_a,2019-01-16T14:26:37.000Z,32.25,,-0.796,0.077
series_a,2019-01-16T14:31:37.000Z,30.625,,0.08,0.628
series_a,2019-01-16T14:36:37.000Z,31.125,,0.882,0.449
series_a,2019-01-16T14:41:37.000Z,30.25,,0.873,0.064
series_a,2019-01-16T14:46:37.000Z,30.5,,0.062,0.042
series_a,2019-01-16T14:51:37.000Z,29.25,,-0.806,0.218
series_a,2019-01-16T14:56:37.000Z,28.8125,,-0.933,0.048
series_a,2019-01-16T15:01:37.000Z,26.25,,-0.202,0.678
series_a,2019-01-16T15:06:37.000Z,25.125,,0.715,0.109
series_a,2019-01-16T15:11:37.000Z,25.1875,,0.975,0.505
series_a,2019-01-16T15:16:37.000Z,24.5625,,0.338,0.085
series_a,2019-01-16T15:21:37.000Z,23.875,,-0.609,0.86
series_a,2019-01-16T15:26:37.000Z,23.8125,,-0.996,0.792
series_a,2019-01-16T15:31:37.000Z,22.8125,,-0.468,0.122
series_a,2019-01-16T15:36:37.000Z,22.5,,0.491,0.791
series_a,2019-01-16T15:41:37.000Z,22.875,,0.998,0.181
series_a,2019-01-16T15:46:37.000Z,22.375,,0.588,0.936
series_a,2019-01-16T15:51:37.000Z,22.25,,-0.363,0.941
series_a,2019-01-16T15:56:37.000Z,23.5625,,-0.98,0.491
series_a,2019-01-16T16:01:37.000Z,21.5625,,-0.696,0.267
series_a,2019-01-16T16:06:37.000Z,22.0,,0.228,0.784
series_a,2019-01-16T16:11:37.000Z,22.375,,0.943,0.035
series_a,2019-01-16T16:16:37.000Z,23.1875,,0.79,0.76
series_a,2019-01-16T16:21:37.000Z,22.875,,-0.088,0.226
series_a,2019-01-16T16:26:37.000Z,23.75,,-0.886,0.202
series_a,2019-01-16T16:31:37.000Z,24.8125,,-0.869,0.978
series_a,2019-01-16T16:36:37.000Z,25.4375,,-0.053,0.137
series_a,2019-01-16T16:41:37.000Z,25.8125,,0.812,0.202
series_a,2019-01-16T16:46:37.000Z,26.1875,,0.93,0.769
series_a,2019-01-16T16:51:37.000Z,25.9375,,0.193,0.395
series_a,2019-01-16T16:56:37.000Z,25.5,,-0.721,0.125
series_a,2019-01-16T17:01:37.000Z,25.3125,,-0.973,0.304
series_a,2019-01-16T17:06:37.000Z,24.5,,-0.33,0.57
series_a,2019-01-16T17:11:37.000Z,24.3125,,0.616,0.777
series_a,2019-01-16T17:16:37.000Z,25.375,,0.996,0.179
series_a,2019-01-16T17:21:37.000Z,25.5625,,0.46,0.936
series_a,2019-01-16T17:26:37.000Z,24.8125,,-0.499,0.869
series_a,2019-01-16T17:31:37.000Z,25.9375,,-0.999,0.884
series_a,2019-01-16T17:36:37.000Z,25.5625,,-0.581,0.949
series_a,2019-01-16T17:41:37.000Z,26.0,,0.371,0.383
series_a,2019-01-16T17:46:37.000Z,24.875,,0.982,0.338
series_a,2019-01-16T17:51:37.000Z,24.1875,,0.69,0.562
series_a,2019-01-16T17:56:37.000Z,24.5625,,-0.237,0.64
series_a,2019-01-16T18:01:37.000Z,25.0625,,-0.945,0.818
series_a,2019-01-16T18:06:37.000Z,25.25,,-0.785,0.997
series_a,2019-01-16T18:11:37.000Z,25.0625,,0.097,0.75
series_a,2019-01-16T18:16:37.000Z,24.8125,,0.89,0.008
series_a,2019-01-16T18:21:37.000Z,25.375,,0.865,0.759
series_a,2019-01-16T18:26:37.000Z,25.1875,,0.044,0.174
series_a,2019-01-16T18:31:37.000Z,24.3125,,-0.817,0.326
series_a,2019-01-16T18:36:37.000Z,24.0,,-0.927,0.664
series_a,2019-01-16T18:41:37.000Z,24.125,,-0.185,0.629
series_a,2019-01-16T18:46:37.000Z,24.375,,0.727,0.4
series_a,2019-01-16T18:51:37.000Z,23.4375,,0.971,0.842
series_a,2019-01-16T18:56:37.000Z,23.75,,0.322,0.741
series_a,2019-01-16T19:01:37.000Z,24.1875,,-0.623,0.991
series_a,2019-01-16T19:06:37.000Z,24.375,,-0.995,0.849
series_a,2019-01-16T19:11:37.000Z,25.0,,-0.452,0.736
series_a,2019-01-16T19:16:37.000Z,23.5625,,0.506,0.248
series_a,2019-01-16T19:21:37.000Z,23.25,,0.999,0.436
series_a,2019-01-16T19:26:37.000Z,23.1875,,0.573,0.291
series_a,2019-01-16T19:31:37.000Z,23.1875,,-0.38,0.236
series_a,2019-01-16T19:36:37.000Z,22.1875,,-0.984,0.937
series_a,2019-01-16T19:41:37.000Z,21.8125,,-0.683,0.042
series_a,2019-01-16T19:46:37.000Z,21.75,,0.245,0.617
series_a,2019-01-16T19:51:37.000Z,21.125,,0.948,0.699
series_a,2019-01-16T19:56:37.000Z,20.125,,0.779,0.021
series_a,2019-01-16T20:01:37.000Z,20.0,,-0.106,0.987
series_a,2019-01-16T20:06:37.000Z,20.0625,,-0.894,0.192
series_a,2019-01-16T20:11:37.000Z,19.5625,,-0.86,0.039
series_a,2019-01-16T20:16:37.000Z,19.3125,,-0.035,0.033
series_a,2019-01-16T20:21:37.000Z,18.9375,,0.822,0.952
series_a,2019-01-16T20:26:37.000Z,18.625,,0.923,0.696
series_a,2019-01-16T20:31:37.000Z,18.0625,,0.176,0.806
series_a,2019-01-16T20:36:37.000Z,17.625,,-0.733,0.113
series_a,2019-01-16T20:41:37.000Z,17.375,,-0.968,0.263
series_a,2019-01-16T20:46:37.000Z,17.0,,-0.313,0.352
series_a,2019-01-16T20:51:37.000Z,17.125,,0.63,0.902
series_a,2019-01-16T20:56:37.000Z,16.75,,0.994,0.223
series_a,2019-01-16T21:01:37.000Z,16.4375,,0.444,0.911
series_a,2019-01-16T21:06:37.000Z,16.5,,-0.514,0.478
series_a,2019-01-16T21:11:37.000Z,16.4375,,-1.0,0.298
series_a,2019-01-16T21:16:37.000Z,16.3125,,-0.566,0.689
series_a,2019-01-16T21:21:37.000Z,16.1875,,0.388,0.275
series_a,2019-01-16T21:26:37.000Z,16.25,,0.985,0.026
series_a,2019-01-16T21:31:37.000Z,16.3125,,0.677,0.191
series_a,2019-01-16T21:36:37.000Z,16.3125,,-0.254,0.181
series_a,2019-01-16T21:41:37.000Z,16.1875,,-0.951,0.492
series_a,2019-01-16T21:46:37.000Z,16.25,,-0.774,0.385
series_a,2019-01-16T21:51:37.000Z,16.3125,,0.115,0.353
series_a,2019-01-16T21:56:37.000Z,16.1875,,0.898,0.722
series_a,2019-01-16T22:01:37.000Z,16.375,,0.855,0.676
series_a,2019-01-16T22:06:37.000Z,16.3125,,0.026,0.139
series_a,2019-01-16T22:11:37.000Z,16.375,,-0.827,0.911
series_a,2019-01-16T22:16:37.000Z,16.4375,,-0.92,0.812
series_a,2019-01-16T22:21:37.000Z,16.375,,-0.167,0.887
series_a,2019-01-16T22:26:37.000Z,16.0625,,0.739,0.446
series_a,2019-01-16T22:31:37.000Z,16.125,,0.966,0.068
series_a,2019-01-16T22:36:37.000Z,16.3125,,0.305,0.339
series_a,2019-01-16T22:41:37.000Z,16.1875,,-0.637,0.606
series_a,2019-01-16T22:46:37.000Z,16.125,,-0.993,0.954
series_a,2019-01-16T22:51:37.000Z,15.9375,,-0.436,0.154
series_a,2019-01-16T22:56:37.000Z,15.875,,0.522,0.373
series_a,2019-01-16T23:01:37.000Z,15.875,,1.0,0.947
series_a,2019-01-16T23:06:37.000Z,15.875,,0.559,0.474
series_a,2019-01-16T23:11:37.000Z,15.5625,,-0.396,0.88
series_a,2019-01-16T23:16:37.000Z,15.5625,,-0.987,0.926
series_a,2019-01-16T23:21:37.000Z,15.3125,,-0.67,0.177
series_a,2019-01-16T23:26:37.000Z,14.8125,,0.262,0.38
series_a,2019-01-16T23:31:37.000Z,15.1875,,0.954,0.138
series_a,2019-01-16T23:36:37.000Z,15.0,,0.768,0.161
series_a,2019-01-16T23:41:37.000Z,14.25,,-0.124,0.281
series_a,2019-01-16T23:46:37.000Z,14.6875,,-0.902,0.393
series_a,2019-01-16T23:51:37.000Z,14.5625,,-0.851,0.413
series_a,2019-01-16T23:56:37.000Z,14.5625,,-0.018,0.458
series_a,2019-01-17T00:01:37.000Z,14.4375,,0.832,0.719
series_a,2019-01-17T00:06:37.000Z,14.375,,0.916,0.393
series_a,2019-01-17T00:11:37.000Z,14.125,,0.159,0.44
series_a,2019-01-17T00:16:37.000Z,13.9375,,-0.745,0.645
series_a,2019-01-17T00:21:37.000Z,13.875,,-0.964,0.176
series_a,2019-01-17T00:26:37.000Z,13.75,,-0.296,0.177
series_a,2019-01-17T00:31:37.000Z,13.9375,,0.644,0.478
series_a,2019-01-17T00:36:37.000Z,13.625,,0.992,0.237
series_a,2019-01-17T00:41:37.000Z,13.5625,,0.428,0.763
series_a,2019-01-17T00:46:37.000Z,13.5625,,-0.529,0.967
series_a,2019-01-17T00:51:37.000Z,13.5625,,-1.0,0.577
series_a,2019-01-17T00:56:37.000Z,13.4375,,-0.551,0.1
series_a,2019-01-17T01:01:37.000Z,13.1875,,0.404,0.713
series_a,2019-01-17T01:06:37.000Z,13.0625,,0.988,0.762
series_a,2019-01-17T01:11:37.000Z,13.0,,0.664,0.601
series_a,2019-01-17T01:16:37.000Z,12.875,,-0.271,0.508
series_a,2019-01-17T01:21:37.000Z,12.8125,,-0.956,0.905
series_a,2019-01-17T01:26:37.000Z,12.875,,-0.763,0.996
series_a,2019-01-17T01:31:37.000Z,12.625,,0.132,0.589
series_a,2019-01-17T01:36:37.000Z,12.4375,,0.906,0.76
series_a,2019-01-17T01:41:37.000Z,12.75,,0.846,0.135
series_a,2019-01-17T01:46:37.000Z,12.625,,0.009,0.726
series_a,2019-01-17T01:51:37.000Z,12.75,,-0.837,0.45
series_a,2019-01-17T01:56:37.000Z,12.3125,,-0.913,0.667
series_a,2019-01-17T02:01:37.000Z,12.625,,-0.15,0.06
series_a,2019-01-17T02:06:37.000Z,11.875,,0.751,0.622
series_a,2019-01-17T02:11:37.000Z,12.75,,0.961,0.368
series_a,2019-01-17T02:16:37.000Z,12.6875,,0.288,0.203
series_a,2019-01-17T02:21:37.000Z,13.0625,,-0.65,0.38
series_a,2019-01-17T02:26:37.000Z,12.1875,,-0.991,0.713
series_a,2019-01-17T02:31:37.000Z,12.125,,-0.42,0.109
series_a,2019-01-17T02:36:37.000Z,12.4375,,0.537,0.489
series_a,2019-01-17T02:41:37.000Z,13.125,,1.0,0.681
series_a,2019-01-17T02:46:37.000Z,12.375,,0.544,0.998
series_a,2019-01-17T02:51:37.000Z,12.625,,-0.412,0.538
series_a,2019-01-17T02:56:37.000Z,12.1875,,-0.989,0.245
series_a,2019-01-17T03:01:37.000Z,12.125,,-0.657,0.712
series_a,2019-01-17T03:06:37.000Z,12.1875,,0.279,0.802
series_a,2019-01-17T03:11:37.000Z,12.125,,0.959,0.138
series_a,2019-01-17T03:16:37.000Z,12.0,,0.757,0.94
series_a,2019-01-17T03:21:37.000Z,12.1875,,-0.141,0.172
series_a,2019-01-17T03:26:37.000Z,11.6875,,-0.909,0.86
series_a,2019-01-17T03:31:37.000Z,11.3125,,-0.841,0.11
series_a,2019-01-17T03:36:37.000Z,11.0625,,0.0,0.922
series_a,2019-01-17T03:41:37.000Z,11.0,,0.842,0.839
series_a,2019-01-17T03:46:37.000Z,11.0,,0.909,0.069
series_a,2019-01-17T03:51:37.000Z,10.9375,,0.141,0.492
series_a,2019-01-17T03:56:37.000Z,10.9375,,-0.757,0.628
series_a,2019-01-17T04:01:37.000Z,10.875,,-0.959,0.903
series_a,2019-01-17T04:06:37.000Z,10.875,,-0.279,0.46
series_a,2019-01-17T04:11:37.000Z,10.6875,,0.657,0.473
series_a,2019-01-17T04:16:37.000Z,11.0,,0.989,0.667
series_a,2019-01-17T04:21:37.000Z,10.75,,0.412,0.449
series_a,2019-01-17T04:26:37.000Z,10.75,,-0.544,0.172
series_a,2019-01-17T04:31:37.000Z,10.5,,-1.0,0.407
series_a,2019-01-17T04:36:37.000Z,10.625,,-0.537,0.816
series_a,2019-01-17T04:41:37.000Z,10.625,,0.42,0.977
series_a,2019-01-17T04:46:37.000Z,10.625,,0.991,0.527
series_a,2019-01-17T04:51:37.000Z,10.5,,0.65,0.284
series_a,2019-01-17T04:56:37.000Z,10.75,,-0.288,0.273
series_a,2019-01-17T05:01:37.000Z,10.6875,,-0.961,0.175
series_a,2019-01-17T05:06:37.000Z,10.8125,,-0.751,0.248
series_a,2019-01-17T05:11:37.000Z,10.5625,,0.15,0.414
series_a,2019-01-17T05:16:37.000Z,10.6875,,0.913,0.671
series_a,2019-01-17T05:21:37.000Z,10.8125,,0.837,0.895
series_a,2019-01-17T05:26:37.000Z,10.875,,-0.009,0.4
series_a,2019-01-17T05:31:37.000Z,10.8125,,-0.846,0.91
series_a,2019-01-17T05:36:37.000Z,11.4375,,-0.906,0.657
series_a,2019-01-17T05:41:37.000Z,11.3125,,-0.132,0.765
series_a,2019-01-17T05:46:37.000Z,11.5,,0.763,0.73
series_a,2019-01-17T05:51:37.000Z,11.3125,,0.956,0.407
series_a,2019-01-17T05:56:37.000Z,11.4375,,0.271,0.01
series_a,2019-01-17T06:01:37.000Z,11.5,,-0.664,0.368
series_a,2019-01-17T06:06:37.000Z,11.0625,,-0.988,0.544
series_a,2019-01-17T06:11:37.000Z,11.375,,-0.404,0.825
series_a,2019-01-17T06:16:37.000Z,11.4375,,0.551,0.938
series_a,2019-01-17T06:21:37.000Z,11.125,,1.0,0.727
series_a,2019-01-17T06:26:37.000Z,11.0625,,0.529,0.744
series_a,2019-01-17T06:31:37.000Z,10.6875,,-0.428,0.075
series_a,2019-01-17T06:36:37.000Z,10.375,,-0.992,0.654
series_a,2019-01-17T06:41:37.000Z,10.375,,-0.643,0.494
series_a,2019-01-17T06:46:37.000Z,9.9375,,0.296,0.128
series_a,2019-01-17T06:51:37.000Z,10.375,,0.964,0.295
series_a,2019-01-17T06:56:37.000Z,10.625,,0.745,0.536
series_a,2019-01-17T07:01:37.000Z,10.75,,-0.159,0.726
series_a,2019-01-17T07:06:37.000Z,10.75,,-0.917,0.063
series_a,2019-01-17T07:11:37.000Z,10.625,,-0.832,0.887
series_a,2019-01-17T07:16:37.000Z,10.8125,,0.018,0.325
series_a,2019-01-17T07:21:37.000Z,10.875,,0.851,0.221
series_a,2019-01-17T07:26:37.000Z,10.6875,,0.902,0.594
series_a,2019-01-17T07:31:37.000Z,10.625,,0.124,0.926
series_a,2019-01-17T07:36:37.000Z,10.6875,,-0.768,0.739
series_a,2019-01-17T07:41:37.000Z,10.5,,-0.954,0.908
series_a,2019-01-17T07:46:37.000Z,10.5625,,-0.262,0.692
series_a,2019-01-17T07:51:37.000Z,10.25,,0.67,0.867
series_a,2019-01-17T07:56:37.000Z,10.4375,,0.987,0.381
series_a,2019-01-17T08:01:37.000Z,10.25,,0.396,0.841
series_a,2019-01-17T08:06:37.000Z,10.3125,,-0.559,0.157
series_a,2019-01-17T08:11:37.000Z,10.125,,-1.0,0.141
series_a,2019-01-17T08:16:37.000Z,10.25,,-0.521,0.274
series_a,2019-01-17T08:21:37.000Z,10.0625,,0.436,0.974
series_a,2019-01-17T08:26:37.000Z,10.3125,,0.993,0.017
series_a,2019-01-17T08:31:37.000Z,10.3125,,0.637,0.048
series_a,2019-01-17T08:36:37.000Z,10.4375,,-0.305,0.57
series_a,2019-01-17T08:41:37.000Z,10.3125,,-0.966,0.479
series_a,2019-01-17T08:46:37.000Z,10.4375,,-0.739,0.222
series_a,2019-01-17T08:51:37.000Z,10.5,,0.167,0.802
series_a,2019-01-17T08:56:37.000Z,10.5,,0.92,0.498
series_a,2019-01-17T09:01:37.000Z,10.3125,,0.827,0.276
series_a,2019-01-17T09:06:37.000Z,10.625,,-0.027,0.272
series_a,2019-01-17T09:11:37.000Z,10.25,,-0.856,0.863
series_a,2019-01-17T09:16:37.000Z,10.375,,-0.898,0.521
series_a,2019-01-17T09:21:37.000Z,10.375,,-0.115,0.925
series_a,2019-01-17T09:26:37.000Z,10.5,,0.774,0.86
series_a,2019-01-17T09:31:37.000Z,10.3125,,0.951,0.63
series_a,2019-01-17T09:36:37.000Z,10.3125,,0.254,0.814
series_a,2019-01-17T09:41:37.000Z,10.4375,,-0.677,0.021
series_a,2019-01-17T09:46:37.000Z,9.875,,-0.985,0.367
series_a,2019-01-17T09:51:37.000Z,10.4375,,-0.388,0.225
series_a,2019-01-17T09:56:37.000Z,10.3125,,0.566,0.895
series_a,2019-01-17T10:01:37.000Z,10.25,,1.0,0.087
series_a,2019-01-17T10:06:37.000Z,10.3125,,0.514,0.593
series_a,2019-01-17T10:11:37.000Z,10.125,,-0.444,0.907
series_a,2019-01-17T10:16:37.000Z,10.125,,-0.994,0.062
